"Line","Hybrid_Name","Env","DTHD","DTMT","GY","Height"
"GID7170694","GID7170694","Bed5IR",72,114,5.577897955,100
"GID7170695","GID7170695","Bed5IR",74.3333333,115,5.910487319,107
"GID7170699","GID7170699","Bed5IR",72.3333333,115,5.776558682,94
"GID7170703","GID7170703","Bed5IR",73.3333333,115.333333,5.948434045,93
"GID7170705","GID7170705","Bed5IR",74,115.666667,6.071946075,96
"GID7170783","GID7170783","Bed5IR",84,125,6.41425542,92
"GID7170793","GID7170793","Bed5IR",75.6666667,115,6.603987813,105
"GID7170827","GID7170827","Bed5IR",76.6666667,119,6.33464254,100
"GID7170842","GID7170842","Bed5IR",75.6666667,118,6.552648237,94
"GID7170850","GID7170850","Bed5IR",76.3333333,115.333333,5.1649996,92
"GID7170869","GID7170869","Bed5IR",72,112.666667,5.237171963,100
"GID7170917","GID7170917","Bed5IR",67.6666667,109.333333,5.08761872,86
"GID7170918","GID7170918","Bed5IR",71.3333333,111.333333,5.93062475,97
"GID7170946","GID7170946","Bed5IR",83.3333333,122.333333,5.752053447,96
"GID7170960","GID7170960","Bed5IR",84,123,6.592827173,96
"GID7170962","GID7170962","Bed5IR",82.6666667,122.333333,6.606220203,94
"GID7170964","GID7170964","Bed5IR",83,122,5.928392567,100
"GID7170965","GID7170965","Bed5IR",83.6666667,123.333333,6.95964293,96
"GID7170971","GID7170971","Bed5IR",87,125.666667,6.26172596,94
"GID7170972","GID7170972","Bed5IR",84,123.333333,6.57496999,95
"GID7170988","GID7170988","Bed5IR",80.3333333,120.666667,6.337251243,102
"GID7170999","GID7170999","Bed5IR",83.3333333,118.333333,5.78367922,95
"GID7171004","GID7171004","Bed5IR",68.6666667,107.666667,5.287399613,96
"GID7171077","GID7171077","Bed5IR",83,122.333333,6.753917067,100
"GID7171128","GID7171128","Bed5IR",82.6666667,118.666667,5.713738853,94
"GID7171132","GID7171132","Bed5IR",75.3333333,116,6.087994913,90
"GID7171133","GID7171133","Bed5IR",78.3333333,118,6.055256943,94
"GID7171143","GID7171143","Bed5IR",74,118,5.323113973,95
"GID7171162","GID7171162","Bed5IR",81.6666667,125.666667,5.921328337,94
"GID7171172","GID7171172","Bed5IR",80,122,6.435465397,98
"GID7171238","GID7171238","Bed5IR",82.3333333,121.666667,7.11626888,95
"GID7171285","GID7171285","Bed5IR",74.6666667,116,6.344935615,102
"GID7171319","GID7171319","Bed5IR",84.3333333,123,5.913387978,99
"GID7171325","GID7171325","Bed5IR",68,114.333333,6.490769038,96
"GID7171329","GID7171329","Bed5IR",76.6666667,117.666667,6.632882068,109
"GID7171367","GID7171367","Bed5IR",70.6666667,116.333333,6.306989158,94
"GID7171371","GID7171371","Bed5IR",82.3333333,121.333333,6.366513188,98
"GID7171372","GID7171372","Bed5IR",78.6666667,119,6.254906218,102
"GID7171391","GID7171391","Bed5IR",83.6666667,124.666667,5.495233581,101
"GID7173425","GID7173425","Bed5IR",81.3333333,119,6.219191611,106
"GID7173426","GID7173426","Bed5IR",81.3333333,119,6.562941641,109
"GID7173448","GID7173448","Bed5IR",74.6666667,116,6.446870005,100
"GID7173449","GID7173449","Bed5IR",79,116.666667,6.385858368,98
"GID7173450","GID7173450","Bed5IR",78.6666667,116.666667,5.956543065,104
"GID7173451","GID7173451","Bed5IR",77,116,6.207286761,97
"GID7173452","GID7173452","Bed5IR",72.6666667,114,6.216215791,96
"GID7173552","GID7173552","Bed5IR",81.3333333,120,6.434933592,100
"GID7173554","GID7173554","Bed5IR",88.3333333,124.666667,5.786867569,110
"GID7173575","GID7173575","Bed5IR",67.3333333,107.666667,5.185676962,95
"GID7173599","GID7173599","Bed5IR",73,114,5.378385659,101
"GID7173627","GID7173627","Bed5IR",74.3333333,116,5.444605749,114
"GID7173643","GID7173643","Bed5IR",70.6666667,112.666667,5.858296112,102
"GID7173646","GID7173646","Bed5IR",72.3333333,112.666667,5.861272476,98
"GID7173671","GID7173671","Bed5IR",77.6666667,117.666667,5.843415536,98
"GID7173673","GID7173673","Bed5IR",75,116.333333,5.423028566,96
"GID7173680","GID7173680","Bed5IR",85.3333333,125.333333,6.795796292,105
"GID7173683","GID7173683","Bed5IR",79.6666667,117.333333,4.847879656,95
"GID7173686","GID7173686","Bed5IR",82.6666667,120.666667,6.119457352,104
"GID7173690","GID7173690","Bed5IR",81,120.333333,5.484784716,95
"GID7173707","GID7173707","Bed5IR",78.6666667,116.666667,6.158148079,103
"GID7173722","GID7173722","Bed5IR",80.3333333,125.333333,6.460231109,105
"GID7173723","GID7173723","Bed5IR",78.3333333,121.333333,6.547284806,106
"GID7173764","GID7173764","Bed5IR",81.3333333,118.333333,5.566630229,93
"GID7173766","GID7173766","Bed5IR",71,113.666667,5.770498926,101
"GID7173767","GID7173767","Bed5IR",69.6666667,115.333333,6.353832622,104
"GID7173782","GID7173782","Bed5IR",80.3333333,118.333333,6.034636016,102
"GID7173789","GID7173789","Bed5IR",73.6666667,115,5.836938444,98
"GID7173810","GID7173810","Bed5IR",79.6666667,115.666667,5.7714622,112
"GID7173812","GID7173812","Bed5IR",82.6666667,119.666667,6.06908126,100
"GID7173817","GID7173817","Bed5IR",89,123.333333,6.42696841,114
"GID7173818","GID7173818","Bed5IR",73.3333333,113.333333,6.01848644,104
"GID7173823","GID7173823","Bed5IR",76.6666667,116,5.718635227,101
"GID7173824","GID7173824","Bed5IR",78.6666667,118,6.252861257,98
"GID7173851","GID7173851","Bed5IR",71,113,6.30196874,106
"GID7173856","GID7173856","Bed5IR",71,109.333333,5.996909194,107
"GID7173875","GID7173875","Bed5IR",84,119.666667,5.523695224,90
"GID7173910","GID7173910","Bed5IR",75.3333333,113.666667,6.432311439,109
"GID7173922","GID7173922","Bed5IR",73.6666667,114.666667,6.008204135,98
"GID7173972","GID7173972","Bed5IR",79,117,5.834841225,105
"GID7173975","GID7173975","Bed5IR",80.3333333,118,5.781269922,107
"GID7173992","GID7173992","Bed5IR",80.6666667,121.333333,5.686031982,99
"GID7173995","GID7173995","Bed5IR",73.6666667,113.333333,5.800615345,100
"GID7174015","GID7174015","Bed5IR",84.3333333,122.666667,6.250764072,104
"GID7174031","GID7174031","Bed5IR",82.6666667,122.5,6.469514102,100
"GID7174072","GID7174072","Bed5IR",77.3333333,114.333333,5.697936555,96
"GID7174073","GID7174073","Bed5IR",74,115.666667,6.327401252,101
"GID7174077","GID7174077","Bed5IR",81.6666667,110,5.968770282,98
"GID7174080","GID7174080","Bed5IR",69.6666667,107.666667,5.611627372,104
"GID7174090","GID7174090","Bed5IR",73,109.333333,6.186032402,105
"GID7174093","GID7174093","Bed5IR",82.6666667,119,5.815496432,96
"GID7174094","GID7174094","Bed5IR",80.3333333,118,6.000020462,99
"GID7174103","GID7174103","Bed5IR",84,121,6.213917182,99
"GID7174104","GID7174104","Bed5IR",82.6666667,122.666667,5.796505826,91
"GID7174105","GID7174105","Bed5IR",82.6666667,121,6.646952309,99
"GID7174107","GID7174107","Bed5IR",76.6666667,117,5.821059672,100
"GID7174109","GID7174109","Bed5IR",78.3333333,118.666667,6.464660702,96
"GID7174110","GID7174110","Bed5IR",75,114.666667,5.661089399,97
"GID7174113","GID7174113","Bed5IR",74,114,6.053202762,93
"GID7174115","GID7174115","Bed5IR",83,124,6.648440792,94
"GID7174116","GID7174116","Bed5IR",79,118.666667,6.533113489,101
"GID7174125","GID7174125","Bed5IR",81.3333333,116,5.915553912,104
"GID7174130","GID7174130","Bed5IR",80,118,6.565851669,90
"GID7174193","GID7174193","Bed5IR",74.3333333,112.333333,5.589204374,102
"GID7174208","GID7174208","Bed5IR",80,120,7.06688316,99
"GID7174267","GID7174267","Bed5IR",85.6666667,127,6.961972584,95
"GID7174271","GID7174271","Bed5IR",83,123.666667,6.307955007,104
"GID7174288","GID7174288","Bed5IR",76,116,6.305865011,102
"GID7174310","GID7174310","Bed5IR",72.6666667,114,6.133246041,100
"GID7174312","GID7174312","Bed5IR",79.3333333,117.333333,6.813305404,106
"GID7174313","GID7174313","Bed5IR",78.6666667,118.666667,6.176400767,105
"GID7174314","GID7174314","Bed5IR",82.3333333,119.666667,6.895894797,102
"GID7174317","GID7174317","Bed5IR",82.6666667,123,6.943514191,100
"GID7174318","GID7174318","Bed5IR",81,120,6.211371221,96
"GID7174319","GID7174319","Bed5IR",83,125,6.984436584,103
"GID7174320","GID7174320","Bed5IR",80.6666667,117.666667,6.666728281,101
"GID7174322","GID7174322","Bed5IR",79,117.666667,6.110180674,104
"GID7174323","GID7174323","Bed5IR",83,123,6.462115371,103
"GID7174330","GID7174330","Bed5IR",85.3333333,125,6.834139097,105
"GID7174333","GID7174333","Bed5IR",85.6666667,125.333333,6.639198824,108
"GID7174339","GID7174339","Bed5IR",72.6666667,114.666667,5.808841521,94
"GID7174340","GID7174340","Bed5IR",73,115,6.148871551,96
"GID7174342","GID7174342","Bed5IR",75,117,6.515686914,102
"GID7174343","GID7174343","Bed5IR",73.6666667,114.666667,5.817026611,98
"GID7174348","GID7174348","Bed5IR",74,115,5.775360034,92
"GID7174349","GID7174349","Bed5IR",78.6666667,121,7.137710731,96
"GID7174351","GID7174351","Bed5IR",78.3333333,119,6.759734761,100
"GID7174357","GID7174357","Bed5IR",80,121.666667,6.554344599,103
"GID7174388","GID7174388","Bed5IR",80.6666667,123,6.595268199,107
"GID7174390","GID7174390","Bed5IR",85.3333333,123.333333,6.747053683,99
"GID7174393","GID7174393","Bed5IR",71.6666667,115.333333,6.159256046,102
"GID7174396","GID7174396","Bed5IR",86.3333333,128,6.88974875,103
"GID7174398","GID7174398","Bed5IR",78.3333333,120,6.26549209,100
"GID7174399","GID7174399","Bed5IR",73,117.666667,6.620402787,99
"GID7174400","GID7174400","Bed5IR",71.6666667,112.333333,5.944063817,102
"GID7174406","GID7174406","Bed5IR",85.6666667,126.666667,6.72084927,106
"GID7174412","GID7174412","Bed5IR",85.6666667,126.333333,6.950015967,100
"GID7174413","GID7174413","Bed5IR",85.3333333,125.333333,6.994658663,104
"GID7174416","GID7174416","Bed5IR",85,124.666667,6.82129542,105
"GID7174417","GID7174417","Bed5IR",81.3333333,123.666667,6.86370645,108
"GID7174418","GID7174418","Bed5IR",80,122.666667,6.825016147,103
"GID7174419","GID7174419","Bed5IR",80.3333333,123.333333,6.662813843,104
"GID7174421","GID7174421","Bed5IR",79,121.666667,6.854034237,96
"GID7174422","GID7174422","Bed5IR",83,123,7.215641267,104
"GID7174424","GID7174424","Bed5IR",67.3333333,110,5.462665297,101
"GID7174434","GID7174434","Bed5IR",74.3333333,113.666667,6.130820053,101
"GID7174454","GID7174454","Bed5IR",83.3333333,122.666667,6.357010417,99
"GID7174488","GID7174488","Bed5IR",84,123.333333,5.944205802,104
"GID7174491","GID7174491","Bed5IR",80.6666667,119,5.741080832,106
"GID7174499","GID7174499","Bed5IR",78.3333333,119.666667,5.318461558,100
"GID7174502","GID7174502","Bed5IR",80,119.666667,6.430068922,99
"GID7174503","GID7174503","Bed5IR",79.3333333,119.333333,6.590783285,100
"GID7174504","GID7174504","Bed5IR",81.6666667,120,6.409979648,101
"GID7174508","GID7174508","Bed5IR",77.3333333,118.333333,6.332598678,103
"GID7174516","GID7174516","Bed5IR",81,120.666667,6.744801042,104
"GID7174518","GID7174518","Bed5IR",80,119,6.494057072,103
"GID7174519","GID7174519","Bed5IR",76.6666667,118.666667,6.148075102,102
"GID7174520","GID7174520","Bed5IR",79.6666667,118.333333,6.439741465,102
"GID7174521","GID7174521","Bed5IR",88.6666667,126.333333,6.778283495,103
"GID7174522","GID7174522","Bed5IR",85.6666667,123.333333,6.286467858,100
"GID7174530","GID7174530","Bed5IR",80.6666667,121,6.385426312,94
"GID7174532","GID7174532","Bed5IR",79,120.333333,6.490337372,100
"GID7174533","GID7174533","Bed5IR",75,116,5.956855068,101
"GID7174534","GID7174534","Bed5IR",79.3333333,119.666667,6.618313432,98
"GID7174540","GID7174540","Bed5IR",80,119.333333,6.309533855,95
"GID7174545","GID7174545","Bed5IR",82.3333333,121.333333,6.705367552,98
"GID7174549","GID7174549","Bed5IR",79,118.333333,5.900551952,108
"GID7174550","GID7174550","Bed5IR",68.6666667,114.333333,4.812753595,103
"GID7174559","GID7174559","Bed5IR",84,126,6.719747655,101
"GID7174560","GID7174560","Bed5IR",78,122.333333,6.036712018,104
"GID7174561","GID7174561","Bed5IR",81.3333333,122.666667,6.177337382,103
"GID7174562","GID7174562","Bed5IR",87.3333333,127,6.575402412,107
"GID7174565","GID7174565","Bed5IR",82,122.333333,6.034480168,104
"GID7174566","GID7174566","Bed5IR",78.6666667,122.333333,6.040432865,103
"GID7174567","GID7174567","Bed5IR",78,118,6.297129228,104
"GID7174568","GID7174568","Bed5IR",81.6666667,123,6.664688258,102
"GID7174569","GID7174569","Bed5IR",82.6666667,123,6.323914622,103
"GID7174570","GID7174570","Bed5IR",86,124.333333,7.124510318,111
"GID7174571","GID7174571","Bed5IR",86.6666667,124.666667,6.416177015,101
"GID7174572","GID7174572","Bed5IR",81.3333333,122.666667,6.153528045,100
"GID7174574","GID7174574","Bed5IR",71.6666667,114.333333,5.695194862,101
"GID7174575","GID7174575","Bed5IR",74.3333333,113.666667,5.560521892,105
"GID7174576","GID7174576","Bed5IR",74,115,5.494301922,102
"GID7174586","GID7174586","Bed5IR",79.3333333,119,6.120790012,101
"GID7174590","GID7174590","Bed5IR",85,124,6.444697437,104
"GID7174591","GID7174591","Bed5IR",81,121,6.766125801,103
"GID7174592","GID7174592","Bed5IR",77,117,6.010917497,105
"GID7174593","GID7174593","Bed5IR",83,122.666667,6.086810194,103
"GID7174599","GID7174599","Bed5IR",85.3333333,122.666667,5.741572224,104
"GID7174600","GID7174600","Bed5IR",86,124.666667,6.127733254,100
"GID7174601","GID7174601","Bed5IR",83,123.666667,5.800352284,99
"GID7174610","GID7174610","Bed5IR",85,126,6.376245344,109
"GID7174639","GID7174639","Bed5IR",76.3333333,116.666667,6.037703494,96
"GID7174650","GID7174650","Bed5IR",85,123.666667,6.668656371,100
"GID7174656","GID7174656","Bed5IR",77.3333333,118.333333,6.581602824,92
"GID7174657","GID7174657","Bed5IR",76,118,6.621037187,95
"GID7174665","GID7174665","Bed5IR",84.6666667,124,5.955307639,100
"GID7174669","GID7174669","Bed5IR",80.3333333,122,5.819147212,103
"GID7174699","GID7174699","Bed5IR",75,115.333333,5.742510302,99
"GID7174701","GID7174701","Bed5IR",74.6666667,115,6.509623332,92
"GID7174703","GID7174703","Bed5IR",75,115.333333,5.925546392,95
"GID7174704","GID7174704","Bed5IR",78,117,6.276737089,101
"GID7174708","GID7174708","Bed5IR",76.6666667,117.333333,6.292361845,100
"GID7174709","GID7174709","Bed5IR",76.6666667,116.666667,6.450843875,95
"GID7174718","GID7174718","Bed5IR",76.3333333,116,5.948611572,105
"GID7174742","GID7174742","Bed5IR",73.3333333,115,5.944891722,102
"GID7174754","GID7174754","Bed5IR",66.3333333,112,5.601558324,96
"GID7174771","GID7174771","Bed5IR",82.6666667,117.333333,5.33146836,96
"GID7174775","GID7174775","Bed5IR",87.6666667,125.666667,6.417778057,95
"GID7174797","GID7174797","Bed5IR",74,113.666667,5.854117335,103
"GID7174798","GID7174798","Bed5IR",72.3333333,109.666667,5.680754032,100
"GID7174801","GID7174801","Bed5IR",75.3333333,114.666667,6.393552062,102
"GID7174803","GID7174803","Bed5IR",67,109.666667,6.597420759,97
"GID7174804","GID7174804","Bed5IR",73.6666667,113.666667,6.165129455,96
"GID7174805","GID7174805","Bed5IR",73.6666667,114,6.499206485,100
"GID7174806","GID7174806","Bed5IR",85,122.666667,6.677034515,100
"GID7175758","GID7175758","Bed5IR",67.3333333,112.333333,5.664802177,100
"GID7175799","GID7175799","Bed5IR",74.3333333,112.666667,5.720605994,105
"GID7175811","GID7175811","Bed5IR",77,116.666667,6.191588114,96
"GID7175816","GID7175816","Bed5IR",77.3333333,114.666667,6.002600174,100
"GID7175819","GID7175819","Bed5IR",70.6666667,108,5.975070537,101
"GID7175837","GID7175837","Bed5IR",81,120.333333,6.25408796,100
"GID7175851","GID7175851","Bed5IR",78,118.333333,5.785338384,102
"GID7175852","GID7175852","Bed5IR",79,118.666667,6.019713414,97
"GID7175853","GID7175853","Bed5IR",79,119.333333,5.947047953,101
"GID7175855","GID7175855","Bed5IR",79,119,6.031868596,100
"GID7175859","GID7175859","Bed5IR",70.3333333,119,5.625618686,96
"GID7175863","GID7175863","Bed5IR",68,112.666667,5.193327049,90
"GID7175875","GID7175875","Bed5IR",65,110,5.238714109,85
"GID7175876","GID7175876","Bed5IR",66.6666667,110.666667,5.288565473,87
"GID7175877","GID7175877","Bed5IR",67,112.666667,5.526660836,93
"GID7175891","GID7175891","Bed5IR",80.6666667,123,6.652404533,100
"GID7175892","GID7175892","Bed5IR",75,115.333333,6.253595259,91
"GID7175894","GID7175894","Bed5IR",83,123,5.865202289,110
"GID7175897","GID7175897","Bed5IR",83,123,6.317583319,98
"GID7175901","GID7175901","Bed5IR",74.6666667,114.666667,5.896452349,97
"GID7175911","GID7175911","Bed5IR",73.3333333,114,5.330976046,105
"GID7175914","GID7175914","Bed5IR",85,122.666667,6.453000076,102
"GID7175920","GID7175920","Bed5IR",81,119.666667,6.104041773,101
"GID7175924","GID7175924","Bed5IR",79.3333333,116,6.155381166,99
"GID7175926","GID7175926","Bed5IR",81.6666667,116.333333,6.563863196,100
"GID7175927","GID7175927","Bed5IR",85.3333333,122,6.141988226,96
"GID7175931","GID7175931","Bed5IR",83.3333333,122.333333,5.837672953,95
"GID7175951","GID7175951","Bed5IR",76.6666667,116,6.232094819,100
"GID7175970","GID7175970","Bed5IR",76.6666667,117.666667,6.897273182,105
"GID7175976","GID7175976","Bed5IR",74.3333333,114.333333,5.309475879,94
"GID7175977","GID7175977","Bed5IR",70.6666667,115,6.351886576,98
"GID7175978","GID7175978","Bed5IR",71,110.666667,5.621975606,110
"GID7175990","GID7175990","Bed5IR",70.6666667,113.666667,5.550546969,90
"GID7175993","GID7175993","Bed5IR",71.3333333,112,5.863047332,104
"GID7175994","GID7175994","Bed5IR",78.6666667,118.333333,6.076589029,102
"GID7175997","GID7175997","Bed5IR",69.6666667,112.333333,6.287898392,104
"GID7176000","GID7176000","Bed5IR",79.3333333,116.666667,5.831053422,107
"GID7176002","GID7176002","Bed5IR",76.6666667,116.333333,5.418851119,99
"GID7176003","GID7176003","Bed5IR",77,115,4.717958149,109
"GID7176008","GID7176008","Bed5IR",76,115,5.793851179,98
"GID7176009","GID7176009","Bed5IR",75.6666667,115,5.642809542,105
"GID7176013","GID7176013","Bed5IR",66.6666667,109,5.607095602,97
"GID7176014","GID7176014","Bed5IR",68,111.333333,5.331797966,105
"GID7176015","GID7176015","Bed5IR",76.6666667,115.333333,5.214237996,97
"GID7176016","GID7176016","Bed5IR",72.3333333,113.666667,5.581797359,108
"GID7176018","GID7176018","Bed5IR",70.6666667,113.666667,5.620488056,102
"GID7176027","GID7176027","Bed5IR",79.6666667,121.333333,5.850399086,90
"GID7176029","GID7176029","Bed5IR",76.6666667,116.666667,5.821381449,101
"GID7176031","GID7176031","Bed5IR",76.3333333,117.666667,5.700845479,96
"GID7176033","GID7176033","Bed5IR",74.3333333,115.666667,5.352631176,93
"GID7176036","GID7176036","Bed5IR",81.6666667,118.666667,5.769078241,106
"GID7176039","GID7176039","Bed5IR",76,115.666667,5.760892884,101
"GID7176043","GID7176043","Bed5IR",86,125,6.282470308,95
"GID7176044","GID7176044","Bed5IR",77.6666667,118.666667,6.013125338,95
"GID7176047","GID7176047","Bed5IR",66.3333333,108.666667,5.437232398,95
"GID7176049","GID7176049","Bed5IR",68.3333333,110.333333,5.686488124,99
"GID7176052","GID7176052","Bed5IR",86.6666667,124,6.155238548,96
"GID7176053","GID7176053","Bed5IR",86.3333333,124.666667,6.022053911,93
"GID7176054","GID7176054","Bed5IR",68.3333333,110.666667,5.475923274,97
"GID7176056","GID7176056","Bed5IR",83.6666667,122.666667,6.195417304,97
"GID7176058","GID7176058","Bed5IR",76,117.333333,6.539167001,102
"GID7176059","GID7176059","Bed5IR",79,118.333333,6.287679031,104
"GID7176063","GID7176063","Bed5IR",78,119.333333,5.741548091,95
"GID7176067","GID7176067","Bed5IR",73.6666667,112,5.171607484,98
"GID7176068","GID7176068","Bed5IR",77.6666667,118.333333,6.239316181,94
"GID7176070","GID7176070","Bed5IR",75.6666667,118,5.687232544,100
"GID7176080","GID7176080","Bed5IR",74.6666667,114.666667,6.072649604,101
"GID7176087","GID7176087","Bed5IR",67.6666667,112,5.372500968,102
"GID7176093","GID7176093","Bed5IR",83.3333333,121.666667,4.990060331,106
"GID7176094","GID7176094","Bed5IR",76,118.333333,6.097641604,100
"GID7176097","GID7176097","Bed5IR",71,114,5.950319581,101
"GID7176104","GID7176104","Bed5IR",76,116.666667,5.765051611,105
"GID7176109","GID7176109","Bed5IR",68.3333333,111,5.564159004,97
"GID7176114","GID7176114","Bed5IR",69.3333333,113.666667,5.763564064,101
"GID7176119","GID7176119","Bed5IR",68,109.666667,5.459992457,109
"GID7176152","GID7176152","Bed5IR",88,127.333333,6.323087487,105
"GID7176157","GID7176157","Bed5IR",88,127.333333,6.427998517,108
"GID7176170","GID7176170","Bed5IR",82,122.333333,6.698087881,109
"GID7176175","GID7176175","Bed5IR",73,113.666667,6.284397244,108
"GID7176179","GID7176179","Bed5IR",78.3333333,118,5.750170941,98
"GID7176183","GID7176183","Bed5IR",71.6666667,112.666667,5.700319667,107
"GID7176271","GID7176271","Bed5IR",81.3333333,119.666667,6.085736364,96
"GID7176275","GID7176275","Bed5IR",82,120,5.861778394,104
"GID7176276","GID7176276","Bed5IR",87,122,5.661629757,101
"GID7176278","GID7176278","Bed5IR",77.6666667,116,6.273236454,105
"GID7176279","GID7176279","Bed5IR",78,117,5.084992484,109
"GID7176280","GID7176280","Bed5IR",83,122.666667,5.924278514,105
"GID7176284","GID7176284","Bed5IR",80,119.333333,5.694367877,107
"GID7176288","GID7176288","Bed5IR",81.6666667,121.333333,6.055230907,100
"GID7176289","GID7176289","Bed5IR",83,123.666667,6.079040604,105
"GID7176291","GID7176291","Bed5IR",76,117.666667,5.259099967,104
"GID7176293","GID7176293","Bed5IR",75,117.333333,5.625171664,105
"GID7176301","GID7176301","Bed5IR",73.6666667,112,5.639308361,107
"GID7176304","GID7176304","Bed5IR",72.6666667,111.666667,5.423425142,94
"GID7176306","GID7176306","Bed5IR",74.6666667,116,6.178632785,110
"GID7176320","GID7176320","Bed5IR",65,107,5.215090815,99
"GID7176323","GID7176323","Bed5IR",69.3333333,112.666667,4.897382512,107
"GID7176335","GID7176335","Bed5IR",68,112,5.728483875,101
"GID7176353","GID7176353","Bed5IR",71.3333333,112.666667,5.946489905,102
"GID7176356","GID7176356","Bed5IR",78,117.666667,6.572977935,105
"GID7176357","GID7176357","Bed5IR",78,118,6.674912298,110
"GID7176359","GID7176359","Bed5IR",77.3333333,116.666667,5.881013995,112
"GID7176362","GID7176362","Bed5IR",75.3333333,116.666667,5.994853025,103
"GID7176370","GID7176370","Bed5IR",74.3333333,114,6.056609055,107
"GID7176374","GID7176374","Bed5IR",67.3333333,112.666667,6.458395085,110
"GID7176379","GID7176379","Bed5IR",67.6666667,109.333333,5.101251782,94
"GID7176397","GID7176397","Bed5IR",78,111.666667,5.860924478,106
"GID7176407","GID7176407","Bed5IR",81.6666667,123.333333,5.782055842,100
"GID7176412","GID7176412","Bed5IR",85,124.333333,6.068513962,104
"GID7176414","GID7176414","Bed5IR",82,123.333333,5.779079658,104
"GID7176416","GID7176416","Bed5IR",84.3333333,126.666667,6.218067688,97
"GID7176449","GID7176449","Bed5IR",66.6666667,107,5.312561808,95
"GID7176455","GID7176455","Bed5IR",80,118,5.845300172,103
"GID7176456","GID7176456","Bed5IR",79,116,6.185329868,105
"GID7176513","GID7176513","Bed5IR",73,113.666667,5.365280069,95
"GID7176522","GID7176522","Bed5IR",73.6666667,114,6.436708433,100
"GID7176542","GID7176542","Bed5IR",78.3333333,120,6.325845463,107
"GID7176554","GID7176554","Bed5IR",78.6666667,116.666667,6.067026232,107
"GID7176556","GID7176556","Bed5IR",78.3333333,119,5.942660616,100
"GID7176563","GID7176563","Bed5IR",85,123.333333,6.354119313,109
"GID7176565","GID7176565","Bed5IR",85,126,6.762601343,99
"GID7176569","GID7176569","Bed5IR",78.3333333,119.333333,7.261857039,106
"GID7176578","GID7176578","Bed5IR",72.6666667,109.333333,5.586262159,112
"GID7176606","GID7176606","Bed5IR",82.3333333,117.666667,6.345934583,99
"GID7176609","GID7176609","Bed5IR",79.3333333,117.666667,6.060220613,95
"GID7176610","GID7176610","Bed5IR",81,120.666667,6.116024309,97
"GID7176611","GID7176611","Bed5IR",85,124.333333,6.157691006,104
"GID7176616","GID7176616","Bed5IR",86.3333333,128,7.307244703,100
"GID7176617","GID7176617","Bed5IR",84.3333333,128.333333,7.156203066,106
"GID7176618","GID7176618","Bed5IR",86,127.666667,6.612304096,105
"GID7176626","GID7176626","Bed5IR",86,127,6.518554156,103
"GID7176633","GID7176633","Bed5IR",78,118.666667,6.313197186,106
"GID7176635","GID7176635","Bed5IR",80,123,6.599655216,103
"GID7176637","GID7176637","Bed5IR",78.3333333,118.666667,6.747720913,110
"GID7176643","GID7176643","Bed5IR",84.6666667,121,5.912155639,106
"GID7176644","GID7176644","Bed5IR",78.6666667,119,6.595935336,104
"GID7176645","GID7176645","Bed5IR",76,115.666667,6.270042699,100
"GID7176648","GID7176648","Bed5IR",79,117.333333,6.053524396,102
"GID7176663","GID7176663","Bed5IR",88,127,5.970380397,110
"GID7176668","GID7176668","Bed5IR",81,122.333333,6.24939704,99
"GID7176669","GID7176669","Bed5IR",71.6666667,113.333333,5.967403403,97
"GID7176676","GID7176676","Bed5IR",72.6666667,113.333333,5.986004433,102
"GID7176680","GID7176680","Bed5IR",72.3333333,110.333333,5.61026013,103
"GID7176691","GID7176691","Bed5IR",76,114.666667,5.797016493,96
"GID7176693","GID7176693","Bed5IR",74,113.333333,5.978564523,95
"GID7176695","GID7176695","Bed5IR",82.6666667,118.666667,6.03808822,103
"GID7176731","GID7176731","Bed5IR",77.6666667,117.333333,6.56040928,103
"GID7176732","GID7176732","Bed5IR",76.3333333,115.333333,6.43094531,100
"GID7176743","GID7176743","Bed5IR",76,114,6.265767007,110
"GID7176751","GID7176751","Bed5IR",76.3333333,118,5.4644274,104
"GID7176774","GID7176774","Bed5IR",80.6666667,127.333333,6.96219546,105
"GID7176779","GID7176779","Bed5IR",77,116.333333,6.471867913,104
"GID7176780","GID7176780","Bed5IR",78.3333333,118,6.164576277,96
"GID7176781","GID7176781","Bed5IR",76,116,6.82231464,101
"GID7176796","GID7176796","Bed5IR",69,109.666667,5.681689367,103
"GID7176817","GID7176817","Bed5IR",80.3333333,118.333333,6.36993373,97
"GID7176838","GID7176838","Bed5IR",78.3333333,117,5.903416093,102
"GID7176839","GID7176839","Bed5IR",78,117.666667,5.77618379,97
"GID7176843","GID7176843","Bed5IR",82.6666667,117.666667,5.843148153,98
"GID7176845","GID7176845","Bed5IR",75.6666667,115.333333,5.811349823,99
"GID7176847","GID7176847","Bed5IR",75.6666667,115.666667,5.864920799,102
"GID7176848","GID7176848","Bed5IR",74.3333333,113.333333,6.364920496,99
"GID7176851","GID7176851","Bed5IR",77.3333333,115.666667,6.379057859,105
"GID7176852","GID7176852","Bed5IR",75.6666667,115.333333,6.325486223,100
"GID7176853","GID7176853","Bed5IR",75.3333333,113,5.939325586,104
"GID7176854","GID7176854","Bed5IR",77.3333333,115.333333,6.289771949,114
"GID7176855","GID7176855","Bed5IR",74.6666667,113.333333,6.103015979,96
"GID7176944","GID7176944","Bed5IR",82.3333333,119.666667,6.018195219,109
